id,roi,method,ref,populations,ecotypes,caption,caption_alt,qtl_trait,qtl_trait_alt,qtl_functioncat1,qtl_cat,qtl_pve,candidate_gene,candidate_gene_long,candidate_gene_ensembl,candidate_region,candidate_function,remarks,GLA_chr_start,GLA_pos_start,GLA_chr_end,GLA_pos_end,GLA_chr_regstart,pos_regstart_GLA,GLA_chr_regend,GLA_pos_regend,GLA_overlap_definition,GLA_chr_ovstart,GLA_pos_ovstart,GLA_chr_ovend,GLA_pos_ovend,GLA_masked
1924,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,cntln,"centlein, centrosomal protein",ENSGACG00000017390,,,"Tab. S4, gene included SNPs varying with salinity",chrIX,14609470,chrIX,14562469,,,,,full gene length ± 10 kb both sides,chrIX,14552469,chrIX,14619470,
1925,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000017622,,,"Tab. S4, gene included SNPs varying with salinity",chrII,22956650,chrII,22978245,,,,,full gene length ± 10 kb both sides,chrII,22946650,chrII,22988245,
1926,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,HDX,highly divergent homeobox,ENSGACG00000018543,,,"Tab. S4, gene included SNPs varying with salinity",chrIV,15584672,chrIV,15588484,,,,,full gene length ± 10 kb both sides,chrIV,15574672,chrIV,15598484,
1927,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,nfil3-6,"nuclear factor, interleukin 3 regulated, member 6",ENSGACG00000019141,,,"Tab. S4, gene included SNPs varying with salinity",chrIX,6686809,chrIX,6685657,,,,,full gene length ± 10 kb both sides,chrIX,6675657,chrIX,6696809,
1928,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,capgb,"capping protein (actin filament), gelsolin-like b",ENSGACG00000019370,,,"Tab. S4, gene included SNPs varying with salinity",chrVII,4835356,chrVII,4842364,,,,,full gene length ± 10 kb both sides,chrVII,4825356,chrVII,4852364,
1929,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:dkeyp-34c12.2,si:dkeyp-34c12.2,ENSGACG00000019730,,,"Tab. S4, gene included SNPs varying with salinity",chrIX,18510012,chrIX,18501348,,,,,full gene length ± 10 kb both sides,chrIX,18491348,chrIX,18520012,
1930,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ABCC10,"ATP-binding cassette, sub-family C (CFTR/MRP), member 10",ENSGACG00000019810,,,"Tab. S4, gene included SNPs varying with salinity",chrIX,19512444,chrIX,19503387,,,,,full gene length ± 10 kb both sides,chrIX,19493387,chrIX,19522444,
1931,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:ch1073-110a20.6,si:ch1073-110a20.6,ENSGACG00000019882,,,"Tab. S4, gene included SNPs varying with salinity",chrIX,20445039,chrIX,20440792,,,,,full gene length ± 10 kb both sides,chrIX,20430792,chrIX,20455039,
1932,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ap2b1,"adaptor-related protein complex 2, beta 1 subunit",ENSGACG00000020759,,,"Tab. S4, gene included SNPs varying with salinity",chrVII,26747896,chrVII,26760023,,,,,full gene length ± 10 kb both sides,chrVII,26737896,chrVII,26770023,
1933,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ncam1a,neural cell adhesion molecule 1a,ENSGACG00000020773,,,"Tab. S4, gene included SNPs varying with salinity",chrVII,27040436,chrVII,27208712,,,,,full gene length ± 10 kb both sides,chrVII,27030436,chrVII,27218712,
1934,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,gemin5,gem (nuclear organelle) associated protein 5,ENSGACG00000020825,,,"Tab. S4, gene included SNPs varying with salinity",chrVII,28849235,chrVII,28858688,,,,,full gene length ± 10 kb both sides,chrVII,28839235,chrVII,28868688,
1935,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000020893,,,"Tab. S4, gene included SNPs varying with salinity",chrVII,30583370,chrVII,30585363,,,,,full gene length ± 10 kb both sides,chrVII,30573370,chrVII,30595363,
1936,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,TSPAN8,Tetraspanin 8,ENSGACG00000000724,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrIV,33433386,chrIV,33429144,,,,,full gene length ± 10 kb both sides,chrIV,33419144,chrIV,33443386,
1937,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000003006,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrXX,673940,chrXX,686362,,,,,full gene length ± 10 kb both sides,chrXX,663940,chrXX,696362,
1938,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:ch211-1l10.1,si:ch211-1l10.1,ENSGACG00000004771,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrXVII,3238035,chrXVII,3255257,,,,,full gene length ± 10 kb both sides,chrXVII,3228035,chrXVII,3265257,
1939,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,pde4ba,"phosphodiesterase 4B, cAMP-specific a",ENSGACG00000007263,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrVIII,9335264,chrVIII,9408646,,,,,full gene length ± 10 kb both sides,chrVIII,9325264,chrVIII,9418646,
1940,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,pygl,"phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)",ENSGACG00000011880,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrXV,12043264,chrXV,12052017,,,,,full gene length ± 10 kb both sides,chrXV,12033264,chrXV,12062017,
1941,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,tmem131,transmembrane protein 131,ENSGACG00000013702,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrVIII,18897415,chrVIII,18916120,,,,,full gene length ± 10 kb both sides,chrVIII,18887415,chrVIII,18926120,
1942,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ahr2 (2 of 2),aryl hydrocarbon receptor 2,ENSGACG00000015617,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrI,29026876,chrI,29007763,,,,,full gene length ± 10 kb both sides,chrI,28997763,chrI,29036876,
1943,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,inpp4b,"inositol polyphosphate-4-phosphatase, type II",ENSGACG00000017255,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrIX,14998792,chrIX,14909236,,,,,full gene length ± 10 kb both sides,chrIX,14899236,chrIX,15008792,
1944,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,myh9a§,"myosin, heavy polypeptide 9a, non-muscle",ENSGACG00000019298,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrIX,5825055,chrIX,5810305,,,,,full gene length ± 10 kb both sides,chrIX,5800305,chrIX,5835055,
1945,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,nxpe3 (7 of 8),"neurexophilin and PC-esterase domain family, member 3",ENSGACG00000019512,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrIV,20509388,chrIV,20493556,,,,,full gene length ± 10 kb both sides,chrIV,20483556,chrIV,20519388,
1946,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:ch211-253h3.1,si:ch211-253h3.1,ENSGACG00000020265,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrVII,17793524,chrVII,17848380,,,,,full gene length ± 10 kb both sides,chrVII,17783524,chrVII,17858380,
1947,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,mcm2,"MCM2 minichromosome maintenance deficient 2, mitotin",ENSGACG00000000027,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrXVII,283324,chrXVII,290469,,,,,full gene length ± 10 kb both sides,chrXVII,273324,chrXVII,300469,
1948,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,irak1,interleukin-1 receptor-associated kinase 1,ENSGACG00000001142,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrUn,7144302,chrUn,7152728,,,,,full gene length ± 10 kb both sides,chrUn,7134302,chrUn,7162728,1
1949,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,acer1§,alkaline ceramidase 1,ENSGACG00000007629,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrVIII,9772349,chrVIII,9775353,,,,,full gene length ± 10 kb both sides,chrVIII,9762349,chrVIII,9785353,
1950,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,r3hdm1,R3H domain containing 1,ENSGACG00000014925,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrI,24726288,chrI,24710466,,,,,full gene length ± 10 kb both sides,chrI,24700466,chrI,24736288,
1951,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ahctf1,AT hook containing transcription factor 1,ENSGACG00000016245,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrII,14398872,chrII,14408434,,,,,full gene length ± 10 kb both sides,chrII,14388872,chrII,14418434,
1952,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,SMAP1 (2 of 2),small ArfGAP 1,ENSGACG00000018297,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrIX,11291140,chrIX,11284555,,,,,full gene length ± 10 kb both sides,chrIX,11274555,chrIX,11301140,
1953,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,flt4,fms-related tyrosine kinase 4,ENSGACG00000018320,,,"Tab. S4, gene included SNPs varying with salinity and temperature",chrIV,12904951,chrIV,12925251,,,,,full gene length ± 10 kb both sides,chrIV,12894951,chrIV,12935251,
1954,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,CLCN2,"chloride channel, voltage-sensitive 2",ENSGACG00000000206,,,"Tab. S4, gene included SNPs varying with salinity",chrI,1685592,chrI,1709044,,,,,full gene length ± 10 kb both sides,chrI,1675592,chrI,1719044,
1955,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000001337,,,"Tab. S4, gene included SNPs varying with salinity",chrUn,7070759,chrUn,7073135,,,,,full gene length ± 10 kb both sides,chrUn,7060759,chrUn,7083135,1
1956,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,nwd1,NACHT and WD repeat domain containing 1,ENSGACG00000003193,,,"Tab. S4, gene included SNPs varying with salinity",chrVIII,2398210,chrVIII,2408010,,,,,full gene length ± 10 kb both sides,chrVIII,2388210,chrVIII,2418010,
1957,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,CDR2L (1 of 2),cerebellar degeneration-related protein 2-like,ENSGACG00000005031,,,"Tab. S4, gene included SNPs varying with salinity",chrV,4667601,chrV,4661175,,,,,full gene length ± 10 kb both sides,chrV,4651175,chrV,4677601,
1958,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,plk2b,polo-like kinase 2b,ENSGACG00000007218,,,"Tab. S4, gene included SNPs varying with salinity",chrXIII,6430503,chrXIII,6435884,,,,,full gene length ± 10 kb both sides,chrXIII,6420503,chrXIII,6445884,
1959,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,runx3,runt-related transcription factor 3,ENSGACG00000007301,,,"Tab. S4, gene included SNPs varying with salinity",chrXV,4518007,chrXV,4542359,,,,,full gene length ± 10 kb both sides,chrXV,4508007,chrXV,4552359,
1960,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,stat5.1,signal transducer and activator of transcription 5.1,ENSGACG00000008634,,,"Tab. S4, gene included SNPs varying with salinity",chrXI,6519465,chrXI,6529816,,,,,full gene length ± 10 kb both sides,chrXI,6509465,chrXI,6539816,
1961,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,dgkh,"diacylglycerol kinase, eta",ENSGACG00000009197,,,"Tab. S4, gene included SNPs varying with salinity",chrXVI,16446622,chrXVI,16412167,,,,,full gene length ± 10 kb both sides,chrXVI,16402167,chrXVI,16456622,
1962,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,chga,chromogranin A,ENSGACG00000013068,,,"Tab. S4, gene included SNPs varying with salinity",chrXVIII,15088949,chrXVIII,15093375,,,,,full gene length ± 10 kb both sides,chrXVIII,15078949,chrXVIII,15103375,
1963,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,si:ch211-241e1.3,si:ch211-241e1.3,ENSGACG00000013300,,,"Tab. S4, gene included SNPs varying with salinity",chrIII,1111558,chrIII,1155419,,,,,full gene length ± 10 kb both sides,chrIII,1101558,chrIII,1165419,
1964,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,gpr126,G protein-coupled receptor 126,ENSGACG00000013550,,,"Tab. S4, gene included SNPs varying with salinity",chrXVIII,15848999,chrXVIII,15875865,,,,,full gene length ± 10 kb both sides,chrXVIII,15838999,chrXVIII,15885865,
1965,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,prrc2c (2 of 2),proline-rich coiled-coil,ENSGACG00000014679,,,"Tab. S4, gene included SNPs varying with salinity",chrVIII,20144077,chrVIII,20137980,,,,,full gene length ± 10 kb both sides,chrVIII,20127980,chrVIII,20154077,
1966,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,CASKIN2 (2 of 2),CASK interacting protein 2,ENSGACG00000015227,,,"Tab. S4, gene included SNPs varying with salinity",chrV,1286193,chrV,1293356,,,,,full gene length ± 10 kb both sides,chrV,1276193,chrV,1303356,
1967,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ahr1b (2 of 2),aryl hydrocarbon receptor 1b,ENSGACG00000015615,,,"Tab. S4, gene included SNPs varying with salinity",chrI,29046196,chrI,29032065,,,,,full gene length ± 10 kb both sides,chrI,29022065,chrI,29056196,
1968,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,pam,peptidylglycine alpha-amidating monooxygenase,ENSGACG00000018375,,,"Tab. S4, gene included SNPs varying with salinity",chrXIV,14610443,chrXIV,14585535,,,,,full gene length ± 10 kb both sides,chrXIV,14575535,chrXIV,14620443,
1969,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,srgap3,SLIT-ROBO Rho GTPase activating protein 3,ENSGACG00000000924,,,"Tab. S4, gene included SNPs varying with temperature",chrXVII,9386914,chrXVII,9349290,,,,,full gene length ± 10 kb both sides,chrXVII,9339290,chrXVII,9396914,
1970,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,lppr5b,lipid phosphate phosphatase-related protein type 5b,ENSGACG00000000933,,,"Tab. S4, gene included SNPs varying with temperature",chrXXI,2769102,chrXXI,2814285,,,,,full gene length ± 10 kb both sides,chrXXI,2759102,chrXXI,2824285,
1971,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,zgc:158828,Zgc:158828,ENSGACG00000001290,,,"Tab. S4, gene included SNPs varying with temperature",chrUn,11297334,chrUn,11303415,,,,,full gene length ± 10 kb both sides,chrUn,11287334,chrUn,11313415,1
1972,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,,,ENSGACG00000001708,,,"Tab. S4, gene included SNPs varying with temperature",chrUn,5819049,chrUn,5820080,,,,,full gene length ± 10 kb both sides,chrUn,5809049,chrUn,5830080,1
1973,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,enpep,glutamyl aminopeptidase,ENSGACG00000001963,,,"Tab. S4, gene included SNPs varying with temperature",chrXV,14836851,chrXV,14822405,,,,,full gene length ± 10 kb both sides,chrXV,14812405,chrXV,14846851,
1974,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,birc6,baculoviral IAP repeat-containing 6,ENSGACG00000002201,,,"Tab. S4, gene included SNPs varying with temperature",chrVI,1729003,chrVI,1693022,,,,,full gene length ± 10 kb both sides,chrVI,1683022,chrVI,1739003,
1975,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,fam65a,"family with sequence similarity 65, member A",ENSGACG00000002497,,,"Tab. S4, gene included SNPs varying with temperature",chrXIX,1572098,chrXIX,1588900,,,,,full gene length ± 10 kb both sides,chrXIX,1562098,chrXIX,1598900,
1976,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,EXT1 (1 of 3),exostosin glycosyltransferase 1,ENSGACG00000003017,,,"Tab. S4, gene included SNPs varying with temperature",chrX,5501677,chrX,5508572,,,,,full gene length ± 10 kb both sides,chrX,5491677,chrX,5518572,
1977,Candidate gene,"outlier analysis, RAD seq, BayeScan, BayEnv",Guo et al. 2015 BMC Biology,Baltic Sea populations,marine_marine,MM,,,,outlier,,,ranbp10,RAN binding protein 10,ENSGACG00000003148,,,"Tab. S4, gene included SNPs varying with temperature",chrXIX,3067320,chrXIX,3089963,,,,,full gene length ± 10 kb both sides,chrXIX,3057320,chrXIX,3099963,
